Id,y
10000,-66.00242349023128
10001,451.4065044011546
10002,-461.67641706029855
10003,40.50120875372293
10004,-126.74472245403717
10005,-342.5345518192505
10006,-396.55554211358896
10007,335.5412790790875
10008,-99.51242087062431
10009,304.81253980627577
10010,68.89453048978507
10011,412.369195455908
10012,54.9423710247676
10013,-17.005550754779893
10014,-597.849957572261
10015,443.5022887864139
10016,144.77448697804385
10017,-57.41116367253557
10018,134.3878275774602
10019,-108.98377598910871
10020,153.8248284250672
10021,611.7359836022019
10022,588.3896503384224
10023,-131.0167999580195
10024,-61.13562114122888
10025,-374.24849531697214
10026,74.15799307965322
10027,137.43837873610372
10028,420.08661179679075
10029,196.76562571344343
10030,268.44284980053186
10031,638.4749102511091
10032,127.37873138691975
10033,1.3491187583996322
10034,22.710453177407803
10035,342.239534522564
10036,307.70396697417175
10037,348.13820870094
10038,-168.6528613073546
10039,-20.22113090461733
10040,-551.7499275731116
10041,-429.9718040667392
10042,261.89195870674394
10043,389.82042612922123
10044,-96.16562227356538
10045,-210.71080125632523
10046,278.88186878401126
10047,-427.4533010310481
10048,-172.90325291756744
10049,467.2643783557852
10050,-631.5587355874391
10051,-355.53165933817786
10052,143.17327553860412
10053,69.19920259894224
10054,275.58827397672565
10055,-263.1886122041021
10056,167.4983072324129
10057,104.57789589014229
10058,230.07008661007458
10059,20.988026644576205
10060,-4.822581262501293
10061,-201.92294081063721
10062,560.0639265657696
10063,55.28847625244861
10064,671.3015746918343
10065,-493.7487382852286
10066,-279.35303673259216
10067,-53.71252761314751
10068,379.6981955009752
10069,315.0714108579814
10070,169.13001732614325
10071,-271.5993032690105
10072,783.8022226750334
10073,44.577311515548224
10074,57.40678005457779
10075,-161.07827414306794
10076,-220.6695784788566
10077,223.2412944292923
10078,352.6655955437541
10079,13.163291366265947
10080,-461.9941469857308
10081,305.37214669142486
10082,-230.5965617386107
10083,359.07444324254317
10084,-430.2605633759205
10085,-115.54882205546213
10086,-88.96006387867361
10087,-488.2901898080411
10088,-139.35033854713575
10089,57.33880810852681
10090,-190.3362427216643
10091,-6.508092914823925
10092,189.29107774701706
10093,346.60367818565487
10094,871.6273206485891
10095,-147.0135373865387
10096,443.48993777942917
10097,-30.49843297443684
10098,185.46345753445868
10099,-119.91717151732763
10100,43.57523800180716
10101,58.31857155224312
10102,-197.15246829839788
10103,-70.47160678841273
10104,-342.84605328866803
10105,-29.233589873716415
10106,49.52292929610359
10107,-16.246144137912896
10108,33.77506926160611
10109,-68.8830774832417
10110,25.863399493696416
10111,-617.3142842716948
10112,-185.90441301194915
10113,323.78310610938644
10114,-35.66219572212782
10115,-733.5297711613825
10116,-240.73856264736
10117,-381.9731466242483
10118,75.31994462169475
10119,36.61032645911782
10120,-28.756270225023858
10121,-481.1606279685886
10122,408.85023042298866
10123,-765.0217471991633
10124,178.07269651637048
10125,-7.649879385673598
10126,134.7968462337592
10127,-477.45851421287034
10128,-248.70625301323608
10129,-361.8846572238625
10130,-18.755611748553623
10131,7.795604374433987
10132,-109.10598972538365
10133,-63.07374524219423
10134,591.8231837349163
10135,259.6126336966275
10136,-279.86583200876686
10137,93.22535940051874
10138,-427.2873154191361
10139,84.38656633089856
10140,-311.54463064415586
10141,11.419268612560865
10142,-297.8314684235853
10143,-331.9289709686432
10144,656.01323052573
10145,-476.662681365054
10146,361.194045133774
10147,-150.18526861192242
10148,299.94671902432475
10149,-191.72143219270728
10150,151.94999511611957
10151,-64.67275781576407
10152,351.2448616306328
10153,-370.63644575627245
10154,349.22498178611073
10155,273.52460961680185
10156,783.1971843196873
10157,-124.23788973573953
10158,-155.22004432990832
10159,-506.95564938641064
10160,201.693212385616
10161,-415.17405715963645
10162,-348.1651051695647
10163,-201.95224108681015
10164,-658.9504470533371
10165,179.34640168171603
10166,124.06925816168715
10167,-209.1502535520182
10168,213.70513477400587
10169,-82.11721023808965
10170,-97.11026989726852
10171,124.2680057464799
10172,50.28991565714332
10173,538.7439592813365
10174,630.0175345543357
10175,217.25927782654406
10176,-491.73374132670756
10177,-131.14175113883337
10178,362.39302241729456
10179,-14.363038055407776
10180,-30.261757361675823
10181,-107.32358076729938
10182,-334.06259292967184
10183,299.5063996464328
10184,-103.47221484505356
10185,179.82049946719408
10186,122.20070887900668
10187,86.58037161690692
10188,386.4825605669922
10189,-613.3611745045822
10190,-269.81638738346226
10191,260.7314512622849
10192,-44.62016128042661
10193,-159.15717576416804
10194,-145.24559879357554
10195,447.2282148760006
10196,476.356985969595
10197,121.7942134532727
10198,-1.535679056106607
10199,410.74409653878007
10200,90.82809979964736
10201,150.07336956845205
10202,24.03365296154733
10203,273.88663405362973
10204,-154.52926038025004
10205,42.588901507065025
10206,617.3417063168564
10207,38.93936076142949
10208,-91.43610119490444
10209,225.35327477391255
10210,151.05827577085728
10211,-86.9166477364596
10212,-101.71788958007353
10213,161.9377650260556
10214,357.870414103544
10215,32.145978186554
10216,-379.14539920029137
10217,-165.94213222367165
10218,257.4539216945407
10219,-124.83850779184084
10220,47.08451472299112
10221,-67.05065138980208
10222,287.1733441341621
10223,836.2674277701624
10224,-78.73329260205585
10225,-293.00922915219394
